Araç Markası,Araç Yorumları
alfa-romeo-yorumlari,"
Araba sportif dış tasarım çok iyi çok güçlü bir araba gibi görünüyor bu tarz arabalara bakarak Türkiyede bu araba kullanılır. Param olsa hemen alırım
"
audi-yorumlari,"
Selam yakıt tüketimi nasıl nide otomatik şanjimun almayı düşünüyorum şanjiman sıkıntısı çıkıyormu bilgi sahiplerine şimdiden tskler
"
audi-yorumlari,"
Fiyatlar doğru değil. Elimde teklif var. 2.400.00099
"
audi-yorumlari,"
2016 a3 sedan sport line alınır mı ?
"
audi-yorumlari,"
Kaçak var mı ? 4+4 ay fiziki ve e-sim 8’ay kullanıp satalım
"
audi-yorumlari,"
Audi a5 1.4 tfsi daha evvel uzun sure kullandim 2019 model idi. Suspansiyonlar cok sert, aracin ic plastik aksami derisi vs ortalama kalitede, derisi hemen kirisiyor ve hemen deforma oluyor. Yol tutusu cok guzel ve yakit ekonomisi de ortalamaydi. İceriye cok ses aldigida dogru evet. A5 ulkemizde cok pahali evet ama netice itibariyle orta sinif bir arac, bu sebepten bir s class konforu beklememek lazim :)
"
audi-yorumlari,"
Tek kelimeyle arabanın kralı
"
audi-yorumlari,"
Selamun aleykum arkadaslar yurt disindan Audi A6 getirecem fakat motor secenekleri hakkinda pek degisken bilgiler VAR Audi A6 binen be ya bilen arkadaslar hangisi motoru tabsiye edersiniz bana 3 litre
Dizel tavsiye ettiler ama ben yinede bilgi almak istiyorum 2.5 TDI motorunda sık sık yağla ilgili sorun olduğunu söylüyorlar ben kararsız kaldım tavsiye nedir lütfennbilgi paylaşırmısınız teşekkür ederim
"
audi-yorumlari,"
Arkadaşlar bende audı a6 avart almayı düşünüyorum 2014 model ama arkadaşlar yağ yakıyor diyorlar sizce öylemi ?
"
audi-yorumlari,"
2001 Audi A4 B5 2.5 TDI manuel alınır mı sizce ? Alırken nelere dikkat etmek lazım ne gibi arizalarla karsilasirim
"
audi-yorumlari,"
Güzel bir araba tutuşu iyi
"
audi-yorumlari,"
araç çok güzel ben 2021 modeli aldım şimdi sıfırına bakıyorum
"
audi-yorumlari,"
yurtdışı şehir dışınca çok rahat edilebilir bir araç kalabalık ailem oldugu tercihlerimin arasında
"
audi-yorumlari,"
araba genel olarak çok güzel duruyor sitede çok güzel ayrıntı verilmiş aracı test sürüşü yapmak isterim
"
audi-yorumlari,"
bence tek kapılı olarak aracın dışı biraz spor kalabilirdi
"
audi-yorumlari,"
araç türkiye de var mı
"
audi-yorumlari,"
hız sevenler emimin bu arabayı çok sever şahsen ben bayıldım
"
audi-yorumlari,"
aracın yere yakın olması çok güzel sürüş saglıyor
"
audi-yorumlari,"
aracın bütün renkleri çok güzel turuncu rengi en çok hoşuma giden ama bulamıyorum
"
audi-yorumlari,"
güvenlik oranı fazla olan bir araç iç hacmide güzel başarılı olmuş
"
audi-yorumlari,"
bu aracın üstüne araç tanımam yol tutuşu en iyi özelliklerinden
"
audi-yorumlari,"
sıfıra gücüm yetmez ama 2018 yılı hakkında bilgisi olana varmı araç nasıl acaba
"
audi-yorumlari,"
araç her şekilde güzel ama yakıt tüketimi bana göre fazla
"
audi-yorumlari,"
araç tam istediğim tarzda fakat peşin paraya almam çok zor
"
audi-yorumlari,"
metalik manhattan gri renginden istiyorum ama buludugum ilde yok
"
audi-yorumlari,"
bu aracın sıfırını bulmak çok zor türkiyede
"
audi-yorumlari,"
a3 her zaman sevdiğim araçlardan olmuştur ama bu sefer jantları pek hoşuma gitmedi
"
audi-yorumlari,"
Skoda Karoq dan daha küçük suv düşünmüştüm. Q 2 nin boyu kısa, eni geniş Karoq a göre
"
audi-yorumlari,"
2014 a3 sedan tdi satın aldım. Aracın en ufak kasislerde dahi sallandığını çukurları emmediğini fark ettim. Lastiklerden olduğunu düşünerek lastikleri değiştirdim. Fakat büyük bir değişme olmadı. Aracı genel bakıma götürdüğümde ustanın da söylemesiyle öğrendim ki maalesef arka süspansiyonların bağımsız olmadığını öğrendim. Aracın teknik özelliklerine baktığımda arka aks ve süspansiyonların yarı bağımsız olarak geçiyor.
"
audi-yorumlari,"
Merabalar 2013 a6 quatro s line nasil bir arac tavsiye edermisiniz
"
audi-yorumlari,"
Vites niye manuel sizce ? 6 milyon para ver otomatik olmasın.Saçma
"
audi-yorumlari,"
2022 model A4 quattro 265 beygir bilen var mı arkadaşlar tavsiye eder misiniz ?
"
audi-yorumlari,"
Iki hafta once aldim. Doğan Selex'ten sonra beklentileri tam karsilamadi ama idare eder.
"
audi-yorumlari,"
A8 PARASI OLAN VE ZEVKİNE DÜŞKÜN OLANLARIN ARABASIDIR. BU ARABAYA FİESTA GİBİ BİNİLEBİLECEĞİNİ DÜŞÜNEN ALMASIN
"
audi-yorumlari,"
millet mercedes E350 coupe bir kullanın lütfen sonra yorumları alalım
ayrıca A7 içinde CLS kullanın sonra yorum yazın lütfen
"
audi-yorumlari,"
Selam arkadaşlar 1996 audi a4 yari otomatik mi yoksa 1.8 mi daha iyi yardimci olurmusunuz
"
audi-yorumlari,"
2015 model a3 sedan Atraction paket 2. El araç aldım navigasyon yüklü değil diyor bunu açtırma şansım varımdır navigasyon veya telefonun haritasını yansıtma için ne yapmam gerekli
"
audi-yorumlari,"
Hindi-u halkının yaşadığı Hindistan'da kullanmayacaksın. Taş yağmuruna tutulursun.
"
audi-yorumlari,"
Değerli kardeşlerim 2011 1.8tfsi A4 almayı dusunuyorm 120 HP olanı nasıl cekısı faln ıyımı yolda gıdısı yakıtı falan nasıl kullanan varmı bundan tavsiye edermişsiniz
"
audi-yorumlari,"
Hafiflik güç hız bunları arıyorsanız tam size göre bir araba
"
audi-yorumlari,"
Başarılı bir tasarımı konforu sessizliği bir SUV için çok fazla
"
audi-yorumlari,"
600 HP Lik bir aile arabası
"
audi-yorumlari,"
Hız güç konfor arıyorsanız bu arabayı 1. Sıraya koymanızı tavsiye ediyorum
"
audi-yorumlari,"
Yakıt tasarrufu olarak çok başarılı bir iş çıkarmışlar
"
audi-yorumlari,"
Bu aracı gerçekten almak istiyorum
"
audi-yorumlari,"
Gerçek bir SUV
"
audi-yorumlari,"
gayet güzel ve yol tutuşu güven veren bir araç. Sessizliği ve gidişi gayet güzel ve şık bir tasarımı var yeni kasanın
"
audi-yorumlari,"
Q7 gereksiz pahalı bir araç. Bu paraya daha kaliteli araçlar alınabilir
"
audi-yorumlari,"
sadece aracın dış görünüşü icin alınabilir
"
audi-yorumlari,"
audi yine yapmış yapacağını
"
audi-yorumlari,"
Araç Kendi Üstünde modifiye yapmanıza izin vermiyor çünkü herşeye sahip
"
audi-yorumlari,"
tam bir spor aile arabası
"
audi-yorumlari,"
aracın sahibiyim araca 10/10 veriyorum aşırı güzel
"
audi-yorumlari,"
RS6 DİYORUM NOKTAYI KOYUYORUM
"
audi-yorumlari,"
EN İYİ AUİDİ
"
audi-yorumlari,"
Audi firmasının açık ara en iyilerinden gücü hızı konforu kusursuz. İyiki Varsın Audi RS7 Sportback :)
"
audi-yorumlari,"
600 hp ile güclendirilmiş canavarı kullanıyorum hem süper güvenli hem hızlı spor ve aile arabası kesinlikle tavsiye ediyorum
"
audi-yorumlari,"
aracı almamk ıstıyorum ama kararsızım tercıh edermısınız
"
audi-yorumlari,"
diğer suv araclara göre uygun bir araç fiyat performansı
"
audi-yorumlari,"
araba tutuşu oldukca güzel koltukları rahat
"
audi-yorumlari,"
rahat ve güvenli mükemmel bir araç sürüş keyfi çok güzel....
"
audi-yorumlari,"
tam bir aile aracı geniş ve konforlu
"
audi-yorumlari,"
audi olmasına ragman fiyat çok uygun
"
audi-yorumlari,"
Iki hafta once aldim. Volvodan sonra beklentileri tam karsilamadi ama idare eder.
"
audi-yorumlari,"
Hayatımdaki araba kiralamak ve içine binmek isityorum alamam ama yinede o arabayı çok seviyorum hele egzoz sesi ??
"
audi-yorumlari,"
çok para lazım çokk
"
audi-yorumlari,"
araba nın her şeyi mükemmel
"
audi-yorumlari,"
Hemen birkaç tane sipariş verdim ??????:) :)
"
audi-yorumlari,"
Daha yeni aldım ne mercedes ne bmw 1.4 tfsı aldım harika bir afaç sürüş zevki bile harika ben böyle bişey görmedim yıllarca bmw mercedesde rezil olmuşuz
"
audi-yorumlari,"
Merhaba 2000/2005 Arası A4 almayı düşünüyorum otomatik vites olacak hangi motor seçeneğini önerirsiniz
"
audi-yorumlari,"
Aracı 2019 da aldım. 1.0 motor ve altı olunca araç yokuşta motoru patlayacak kadar bağrıyor.Devirin yokuşta 5000 i gördüğüne şait oldum ve satışa çıkardım.Uzun yol aracı ve güçlü araçistiyorsanız tavsiye etmem.
"
audi-yorumlari,"
2007 modelleri nasıl
Kaç km ömrü olur
"
audi-yorumlari,"
2018 A4 tfsi almayı düşünüyorum aracı kullanan varmı ve araç hakkındaki olumlu olumsuz durumları yazabilir misiniz teşekkürler
"
audi-yorumlari,"
Bu güzel değil, kötü gibi yorumlar hep kedi ciğer olayı. Araçlarını sorun ya tofastir ya ford. Q2 ye kötü demek için q7 den inmek gerekiyor
"
audi-yorumlari,"
Arkadaşlar 2019 a3 sedan kullanıyorum yağmurda siecekler çalıştığında sol kapı camından dere akıyor sanki aynayı göremiyorum sileceğin sildiği bütün su kapı camından gidiyor sizdede böyle bir sorun varmı yoksa benim arabamı hatalı.. Geri kalan herşeyinden çok memnunum
"
audi-yorumlari,"
valiysen yapıştır
"
audi-yorumlari,"
Valiysen hiç düşünme çak bi tane
"
audi-yorumlari,"
Audi A4 2006 model otomatik vites dizel motor kilimotre 50000 3 parça boya var değişen yok bilgi vermisn
"
audi-yorumlari,"
araç çok güzel lakin bu fiyatlarda bir araba alınmaz bu parayı rüyasında göremeyen insanlar var... amaç ayağını yerden kesmekse arabanın hepsi aynıdır bu kadar para vermeye gerek yok
"
audi-yorumlari,"
Merhaba 2017 model audi a3 almak istiyorum fakat navigasyon yokmuş nasıl yüklenir arkadaşlar
"
audi-yorumlari,"
2010 a4 b8 kasa 2.0tfsi almayı düşünüyorum temiz araç yağ yakma problemi yok uzun kullanımda problem çıkarırmı
"
audi-yorumlari,"
Merhaba arkadaşlar 2017 A3 Sedan 1.6 TDI Spot Line almayı düşünüyorum paket olarak nasıl diğer paketler arasında çok fark var mı hangi paket daha az yakıyor tavsiye edermısınız
"
audi-yorumlari,"
Mrb kolay gelsin 2018 model a4 1.4tfs motor dynamic düşünüyorum .. aracı kullanan veya bilenler aracı kronik sorunu varmı bilgi verirmisiniz şimdi den çok teşekkür ederim
"
audi-yorumlari,"
Benim olmalıydın
"
audi-yorumlari,"
Araç çok güzel hiç tereddüt etmeden gönül rahatlığıyla alabilirsiniz.Uçak almayın bunu alın :)))
"
audi-yorumlari,"
2 litre benzinli Cupra formentor bile 0-100'de 5 saniye altına düşmüşken 5,5 sanite 0-100'ünden dolayı araba övmek marka seviciliğinden başka bir şey değildir.
"
audi-yorumlari,"
Herkese merhaba 2015 rs6 abt sahibiyim aracımı sıkıştırırken motor ışığı ve vurma yapıyor yardım edebilecek varmı
"
audi-yorumlari,"
mükemmmel
"
audi-yorumlari,"
Audi 1.6 yada 1.8 benzinli almak istiyorum LPG sinde sıkıntı olurmu? Hangisini tavsiye edersiniz
"
audi-yorumlari,"
2012 model audi a4 sedan aracım var ve kesinlikle harika. aracımın modelini yükseltmek için satacağım yine audi a4 almayı planlıyorum. 1.8 tfsi ilan no: 918470175
96000 km de sadece ön tampon boyalı
"
audi-yorumlari,"
a3 2007 model audi lpg - benz
in alıcam da arıza lambasını neden sürekli yanıyor.
"
audi-yorumlari,"
Arkadaşlar merhaba, audi a3 sedan 1.6tdı almak istiyorum da, ambitien, design, ambition, prestije, değişik değişik paketler var farkı nedir, arada da fahiş fiyatlar oynuyor. hangisinin almak mantıklı olur?
"
audi-yorumlari,"
Arkadaşlar tavsiyeleriniz benim için önemli bende audi a4 almak istiyorum 2004-2005 dizel otomatik kilometresi 230.000 bir sorun olurmu dizel kilometresi yüksek olunca terettüt ediyorum açıklamalarınız için teşekkürler
"
audi-yorumlari,"
Başarılı
"
audi-yorumlari,"
Gerçekten sade öz, dayanıklı, konforlu ve yakıtı çok ideal. Sonuçta mükemmeliyetçi bir düşünceye sahip saf kan bir alman. Yorumlarda basit şu bu yakıt diyen arkadaşlar bence vafcaflı görüntüsü olan pejo tarzı ve kasayı çekmeyen performansı zayıf kalan konuya fransız penceresinden bakanlardır düşünüyorum. Yiğidi öldür hakkını yeme demişler. Kazada hayat kurtaracak sağlamlıkta ve toz yutturacak performansta.
"
audi-yorumlari,"
hesaplarıma göre ancak 3000 sene sonra alabilirim bu arabayı ...sahibi olanlar güle güle binsin : )
"
audi-yorumlari,"
Çok başka bir dünya bana çok uzak ama inşallah sahipleri kazasız belasız biner.
Hayallerime bile uzak. O?
"
audi-yorumlari,"
cidden bmw sever biri olarak Audi çok çok başka artık audiciyim net
"
audi-yorumlari,"
Araç mükemmel a3 den daha iyi yol tutuyor
"
audi-yorumlari,"
Audi a4 b6 2005 model aracımın cam suyu fiskiyesi yağmurlama yapmadığı için camda silgeç izleri kalıyor. Memeler tıkalı değil ama cama dağıtmadığı için iz kalıyor. Ne yapa bilirim bana yardımcı olursanız çok sevinirim teşekkürler
"
audi-yorumlari,"
Audinin efsane arabası, paha biçilmez keyif
"
audi-yorumlari,"
İkinci el a6 ların yakınından hiç kimse bahsetmemiş. Bende a6 almayı düşünüyorum. Fikilerinizden faydalanmak istiyorum şimdiden teşekkürler.
"
audi-yorumlari,"
Selamlar,
1.0 TFSI kullanan var mı? Yakıt ve gidişi hakkında bilgi verebilir mi? Hep dizel araç kullandım. Malum dizelden benzine geçmekte biraz kararsızım :)
"
audi-yorumlari,"
araba araba değil sanki kaymak araba ...:)
"
audi-yorumlari,"
Audi rs7 kullanmayan bilemez . Yok bmw yok Mercedes vs Ama sen bi kullan paran yoksa kirala ondan sonra kötülersin. Audi nin üstüne Araba tanımam
"
audi-yorumlari,"
BMW kullanıyorum Audi eşim istiyor fakat iç dizaynı açık söylemek gerekirse bizim şirketin mal taşınan combolarından farksız. Birde bu yeni arabalar eski arabalara göre daha çok servise gidiyor neden kimse mahkemeye vermiyor ayrıca Esenyurt audi neden hiç araba yok test sürüşü yapılamıyor.
"
audi-yorumlari,"
Cok guzel severek kullaniyorum????
"
audi-yorumlari,"
Bence mükemmel tavsiye ederim
"
audi-yorumlari,"
Merhaba
A3 sportback modelinin bagajına baston bebek arabası sığıyor mu acaba? Hiç deneyen oldu mu daha önce? Selamlar..
"
audi-yorumlari,"
bu kadar para etmez güzel araç ama çok pahalı
"
audi-yorumlari,"
A3 güzel bi araba ama saatte kaç kilometre gidiyor
"
audi-yorumlari,"
Cok severek kullaniyorum Audi farki kesinlikle tavsiye ediyorummm
"
audi-yorumlari,"
Karda kalmış bir tır var Rusya da onu çeken ara bu iste bence son nokta hatta uzun yolda rr1200 yarış motorla yarışıyor ????
"
audi-yorumlari,"
Bu paralar teneke markaları almaktansa değeri ve kalitesi ortada bir araç gayet sağlam duruş biraz eksileri yok değil ama atik ve hızlı
"
audi-yorumlari,"
2020 model, 45 tfsi 265 hp quattro aldım. ocak ilk haftası teslim alıyorum. heyecanla quattro deneyimini bekliyorum. 0-100 5.5 sn olan tr gamında kaç araç kaldı? aracı 880 e alıyorum. bu fiyatlarda premium araçlar içinde, konfor tasarım ve performans olarak 1 numara olduğunu düşünüyorum. bakalım deneyimler sonrası fikirler nasıl olacak.
"
audi-yorumlari,"
1.6 TDI design q2 aldim.Inanilmaz derecede memnunum.Belki bu paralara diğer markaların en iyilerini almak mümkündü lakin audi her zaman farkli.
"
audi-yorumlari,"
Satıştamı
"
audi-yorumlari,"
Hız sabitleme olmaması ve multimediada usb grişi olması kötü bence
"
audi-yorumlari,"
Ben 2017 model 2.0tdi 150 beygir audi a3 Sedan kullaniyorum mükemmel bir arac 240km hiz yapabiliyorum yol tutus mükemmel tavsiye ederim audi sevenlere
"
audi-yorumlari,"
A3 sedan 1.6 tdı 2017 Sahibiyim. Daha önce Jetta kullandım. Çok sorun yaşadım. Ama Audi mükemmel bir araç. Yakıt cimrisi. Hiç düşünmeden alın derim.
"
audi-yorumlari,"
Bmw nin yanına yaklaşamaz diyen arkadaşım. 11 yıldır oto yedek parçacıyım. Bünyemde alman grup var. Sakın ola alt aksamında 6 parça bulunduran bmw yi bu araçla kıyaslama çamur atma. Audi ve volvo bu ikisi farklı mühendislik.
 "
audi-yorumlari,"
İnşaallah günün birinde bende alırım öyle değilmi arkadaşlar
"
audi-yorumlari,"
Volksvagen cc araba sahibi olarak
Audi hastasıyım mükemmel bir araba ????
"
audi-yorumlari,"
Tek kusuru A6 versiyonundaki iç dizayn ile aynı olmaması,yoksa araç birincisini utandırmaz
"
audi-yorumlari,"
Geçen hafta aldım gerçekten tavsiye edeceğim bir araç güç hız vs direksiyon çok ağır 2 el ile sürmek şart Yakıt tüketimi düşündüğümden az
Tavsiye edeceğim bir araç inş Allah herkese nasip eder
"
audi-yorumlari,"
yüzde seksen öteve var arac mükemmel uzuz adı kaldı emsalleri dahada yüksek
"
audi-yorumlari,"
GAYET BAŞARILI BİR ARAÇ.
"
audi-yorumlari,"
Merhaba arkadaşlar ben 2007 modeli ni düşünüyorum 380 binde kilometresi bütcem buna müsait araba hakkında bilgi ye sahip degilim kilometre yüksek ileride motor ile alakalı sorun açar ise bunun altından kalkabilirmiyim parçası ucuzmu pahalımı sıfır motor yaptırcak olsak bize kaça patlar artı yakıt tüketimi nedir bu araçta
"
audi-yorumlari,"
Arkadaşlar merhaba, audi a3 sedan 1.6tdı cam tavan almak istiyorum da, design, ambition, prestije, değişik değişik paketler var farkı nedir, arada da fahiş fiyatlar oynuyor. Anlayan biri yorum yaparsa memnun olurum
"
audi-yorumlari,"
On numara
"
audi-yorumlari,"
Arkadaşlar gerçekten kullanan alan kişiler bana doğru dürüstçe cevap verebilir mi yarın gidip q2 1.6 tdi sıfır alacağız 405 bin tl vereceğiz değer mi?
"
audi-yorumlari,"
Audi a4 2002 1.6 aracım var alarm ara ara heryer kapalı olduğu halde kendi kendine devreye girip çıkıyor açık kalan biryerde yok aracın içinde sinek filanda yok neden boyle bir şey yapar daha önce basına boyle bır olay gelen varmı varsa sebebi nedir arkadaşlar ?
"
audi-yorumlari,"
ben bir soru sorcam , bu arabanın ÖTV VE KDV yani vergisiz ham fiyatı ne kadar?? duyduğuma göre bir yabancı uyruklu birisi türkiyede sıfır araba alırken bu vergilerden istisna oluyor da ondan sordum geri dönüş yaparsanız sevinirim
"
audi-yorumlari,"
bu fiyat ikin el fiyatı sanırım ?
"
audi-yorumlari,"
Audi A3 2018 Sedan 1 motor aldım, tek şikayetim müzik sistemi. Birçok denemelerden sonra telefon üzerinden müzik dinliyorum. Bu konuda daha kolaylaştırıcı sistem kurulabilir.
"
audi-yorumlari,"
Arkadaşlar A6 3000 motor benzin LPG piyasasi varmı bu aracın ?
"
audi-yorumlari,"
Bu araçlarda şanzıman sorunu olduğunu duydum ve yağ eksiltme ..Bilgisi olanlar yorum yazarsa sevinirim.Bu arada LPG takılmış olanlar hakkında Bilgi yazarsanız sevinirim
"
audi-yorumlari,"
Muhteşem
"
audi-yorumlari,"
Dizel kullanan varsa gerçek yakıt tüketimini yazabılırmısınız
"
audi-yorumlari,"
Sadece Seçil’i insanlar için üretilmiş bir model araçtır,ançak onlar araba hakkında yorum yapabilir biz çalışan işçi sınıfı sadece resimlerine bakar.Biz çalışanlar için katalog arabası,hepte öyle kalaçak !..
"
